1,stake1uxd2wmke9kdh22ug8r9cqsnju92qlj47g293q6uzll3epvcwwtx4g,458,2091841682179,1,1704073881761
2,stake1u95eag6vevxhehl3qy00mmkgtxrlp5nhgu0lwc03z2e0vucjc8cfz,458,1000003119067,1,1704073881762
3,stake1u8we6rl7pw7pnw8l3utmype3n99x0t4dv4mzesuk3c2m6rqup8zlh,458,895760090997,1,1704073881762
4,stake1ux4ytr7z7vrf0t76kt5vvhrjyj072edpjar0zkwrn8wgarczx6vvq,458,707963652762,1,1704073881762
5,stake1uxvcuzrg0u4jsfdsqzs2d4z28n3xk6ttjm5h62lrccsfkggnms5td,458,690641097838,1,1704073881762
6,stake1u8ljz9n0y8p28z52sgh5exw75saje6yd2xhzhkhrfvg46pgntlw2t,458,601710648310,1,1704073881762
7,stake1uyny9094txnpfjqvh72rpfurt8p4lmy6pcstfa9ep2z549c7jpc4j,458,503012580337,1,1704073881762
8,stake1u9dqgf6dv9wnkzfzk0gyqhcmjldltzker2jrvl5h37q2rws2ur9kz,458,404278539863,1,1704073881762
9,stake1ux4y0unxzg54eg3c0h3m03xpyarxd5rqqq339ja89s4mltsyy0ce6,458,354647026423,1,1704073881762
10,stake1u9vdk6p3j9xmla7c3e9etv4kk6rje70csevtkc4dvkfmz8cmw8pmg,458,350266648570,1,1704073881763
11,stake1uye2rghgqtn3zcxjkg4ngfu7vs0fzynmdpegemxgfxgp2gqu7vf6g,458,344043378859,1,1704073881763
12,stake1uxw7as64jxvxyz25xw5e5p5z7fss5rmnlk70hpq6sd869vq4z2e4c,458,328472685209,1,1704073881763
13,stake1u9sh00qg3k6nmwhnle3v9tjmagnrgest49g6uunnhct29nqk5dhxw,458,301765099725,1,1704073881763
14,stake1ux6ms2k0r9a38c7raupnxxjwefe0mqjg57rd0t4kc5ky7nc2cffcg,458,276174772922,1,1704073881763
15,stake1u8my0272h5jq8d52kvt9muqrkh0tf3e3rjz2m756jahwgugrhqa70,458,270005893253,1,1704073881763
16,stake1uxgswrf4tpmp8u07vvfwr8v83fk85xzspsqtqn6d25g2kpsuu9pz2,458,245812167727,1,1704073881763
17,stake1ux5xegmme76tmyg984amztwp5un9twzwulteqt8nqsypq7ce9a2et,458,233890400886,1,1704073881763
18,stake1uyhdu8ae3km6z6n7fuz38t0g65vlc5sqntykt02cqkugrjg3ypu4w,458,219335511380,1,1704073881763
19,stake1ux25ddxzlm9p657cau2qmdhxvaumfuvu23nrdwfrjqlpp2s9593pg,458,204750465409,1,1704073881763
20,stake1u840ypsfe5x4xqhf44c649cgeyjc6g28qdzaye7gtgr535cx060dj,458,203285478781,1,1704073881763
21,stake1u9f78dqxrz88yumd3500stvxn6ku0xapnnc6w2e9k2dtxks8qsgqz,458,191111855170,1,1704073881763
22,stake1uxtu3suhmwe7vxd5scmm5x6h9g08mkeum0ndyuswefs00vcuwxux3,458,175932537615,1,1704073881763
23,stake1u8tgf7mwgfkm9m3sm39v544w86gfcmh40wdw88hs2dh39fs4c46pw,458,156087304082,1,1704073881763
24,stake1ux5wj29jg2fs8v2aqs3fapzxmp06qrymjhn4vvqsmjc4msg2h7pwq,458,155251456269,1,1704073881763
25,stake1uyuax60wh67uyvshnlh3x93ee9um29du44v0wwhzxp5q2eqpsnknf,458,143848435381,1,1704073881763
26,stake1uxve5y6890a2a69uez396mdzlm0lvf5es9r3xvtnutcstxchjhcdc,458,143584698364,1,1704073881763
27,stake1ux3a6rwvw7wxfd5snksvzfdd42s75umwn7ar5pmdrzhc3rgcvgjkj,458,141259393659,1,1704073881764
28,stake1uyd3j2s90kl5fhug6t8fe7ra0e0cqgz9rh7a2ext5x5nlfs78w5cz,458,137282586300,1,1704073881764
29,stake1uxqfzmlhsxr3r9snwm77lh6f2g4g9vd4fj8zjqc8kglheqsu4eqda,458,131649042295,1,1704073881764
30,stake1uyy54e603ytnkmfazhwrl4dkwjkggsrjfj0xrn3m8vja4hg2ecgp5,458,130673136990,1,1704073881764
31,stake1uyt823ahv5gpfvmwuk96pxmd8jlt0nmdm0qfshcfuncwe0q73m626,458,121293307981,1,1704073881764
32,stake1u8dpwuss5npkel7w85uq52pemh252lvyc0dus34909acjqchlwfcf,458,113194218979,1,1704073881764
33,stake1uypv3g2hpj5xtmtt8fwxj39pqruqv50vk0kga4ehln2rx8qqyx93u,458,110747366665,1,1704073881764
34,stake1u9adq58dun303dyw0ytdahfeqr4h422uvem3a6fcre66xugxuvnvh,458,108715919889,1,1704073881764
35,stake1u87uhlwcct6t4szfzgelzjavut04zu2zpwtpj764efdlzhq8nqty3,458,107287196944,1,1704073881764
36,stake1u970vm5d0xldaaypqce07jwgfcqfa62s75fjuj62nf77p8c2chvkf,458,103364074391,1,1704073881764
37,stake1uyda3uqcfhfyjq4rcpw6e9pgfuxqnn78x3hwq696mxjjdgsvrssmp,458,101865273904,1,1704073881764
38,stake1ux4kf6tptn85zg405wytcayepyfev956ycnfgat85k34dpcqqupqq,458,101238857100,1,1704073881764
39,stake1u9syech27ejdgdr3chmznt5pv89rj2d4glgefzuqtvpgd5q9vqd0f,458,100528497637,1,1704073881764
40,stake1u9rjd377utkscnn0sumql0cru2vrrv43k9e0776uzsl3gygnd9gtj,458,100397651275,1,1704073881764
41,stake1u85em3p63fcy8txqwz75862du8zrhns6rtuujzsknvucg6qhjgdzc,458,100072217923,1,1704073881764
42,stake1uxcj5kmked0znag49mcxfvz468q6efktf4536meqlrrx24grymw8a,458,99252880566,1,1704073881764
43,stake1u8hup4l738xvqtla09sn9v45rk8g09g6p9d7vcd4u8waqdqtn626l,458,92366529055,1,1704073881764
44,stake1u93r83hre9vjarlqkh3syhwx3qsxtc4dp5zct9yk3x4p8zg9swuzh,458,92118147167,1,1704073881764
45,stake1uyqk448d2k77kczrhfvvg9n4flmx5ymy8adv4ezst4jxdcgyajctg,458,90032451864,1,1704073881764
46,stake1uxsrhrawwdzxkddm9xzdykdva6kq649mv2k8695nvg896rqt4gdml,458,86984235629,1,1704073881764
47,stake1uxfvgxz7m85tfld53f8es8edvtcszy9jylla79dzkpzgelgz5zw6r,458,86734336909,1,1704073881764
48,stake1ux782eprh0yjs8j4ve4xgt5mwkpev5mrsp80ls4lwjak3dcuv00pf,458,85679692557,1,1704073881764
49,stake1u82fgnq899ygqxxwgv845kjnzz79j06qwkytyp5ejac9ngshtya2w,458,83244643549,1,1704073881764
50,stake1u997dtp7zm876vp77awsd8fe96avecfz5hmeg9zwlf4xwnsygczs7,458,80611835463,1,1704073881764
51,stake1ux3z6kuf0dnczwft7j4dfm4sdzz90ekeq52v94jvap5y60cjx5gfe,458,80051037646,1,1704073881764
52,stake1u806dazk326v54x54cxpk8z4cyakkx5c659v9wrptljqdeg8v9rkz,458,79677060278,1,1704073881764
53,stake1ux2mp4k0e8k9x0wr38sxme4y8c994075f2utd8d5lxvmwqqg230t7,458,79109372266,1,1704073881765
54,stake1uxpznel5sa88ea4c2ry5lqd36pudnu5233059wyzp8rw7ggm5lwyc,458,77064726484,1,1704073881765
55,stake1u9h089dt7dt7lxgu3d9s74kdkdh2qm79384qdcs9g4rk87gn6h7qj,458,76861254725,1,1704073881765
56,stake1u87mq826qwkhkv8cyw0njpql3ty8yphk7ymqmzcxwp64vrcsrguux,458,76328748244,1,1704073881765
